ID,expect_time
534,585.633
535,296.83456
536,371.12238
537,42.79266
538,78.91924
539,83.37232
540,583.05597
541,55.02726
542,193.42705
543,389.3527
544,627.7862
545,316.3171
546,494.95828
547,19.64251
548,620.59265
549,170.09589
550,271.023
551,203.60687
552,562.98584
553,302.9798
554,523.2966
555,321.0272
556,397.81577
557,393.09802
558,259.57208
559,172.76395
560,435.91815
561,44.281483
562,9.020528
563,69.41856
564,331.2783
565,442.52823
566,334.50983
567,378.02063
568,736.0241
569,41.962612
570,41.955048
571,297.87686
572,405.80252
573,618.4915
574,732.8355
575,10.20671
576,10.435525
577,381.41708
578,253.28685
579,595.20013
580,692.05194
581,245.48485
582,461.24448
583,251.95256
584,330.87054
585,151.91835
586,415.3565
587,58.472
588,607.7487
589,434.61856
590,295.56317
591,246.81573
592,238.59377
593,468.12003
594,197.6586
595,231.92741
596,393.05222
597,315.90463
598,331.68723
599,266.46667
600,309.63925
601,323.0743
602,356.16644
603,399.6337
604,391.82492
605,152.2557
606,8.3595085
607,255.12538
608,392.41675
609,315.7567
610,623.7881
611,47.01008
612,505.62598
613,355.0319
614,346.85388
615,117.50466
616,543.49817
617,406.33154
618,352.73004
619,231.443
620,406.47214
621,207.68637
622,375.79843
623,274.22903
624,311.12915
625,378.80734
626,529.45764
627,324.5207
628,385.17596
629,333.96735
630,368.87622
631,399.88382
632,353.54678
633,412.7954
634,734.9524
635,22.337437
636,452.75955
637,361.34738
638,462.6592
639,52.615772
640,819.6903
641,223.79346
642,1028.9963
643,85.730034
644,21.5068
645,432.47003
646,370.63135
647,397.66797
648,542.9141
649,215.59793
650,621.17914
651,376.5279
652,645.8682
653,21.916496
654,420.8355
655,54.365383
656,604.52783
657,29.527653
658,296.19287
659,456.0596
660,2032.4342
661,175.98576
662,175.98576
663,399.5572
664,447.00128
665,305.81592
666,357.34537
667,311.232
668,612.02496
669,175.98576
670,244.75734
671,316.91595
672,413.00653
673,382.9899
674,564.67474
675,228.18486
676,296.01932
677,351.27606
678,1194.6973
679,261.9684
680,333.2579
681,586.477
682,1033.9025
683,89.2353
684,250.33281
685,144.60915
686,433.32242
687,360.5964
688,281.5562
689,323.0824
690,1096.9623
691,213.62007
692,164.31274
693,542.34875
694,68.13586
695,330.62527
696,701.6657
697,103.77092
698,380.7119
699,376.83728
700,748.17706
701,263.1725
702,382.38745
703,439.5982
704,773.88684
705,87.624054
706,33.59249
707,319.95966
708,418.78113
709,240.7988
710,924.83984
711,208.88228
712,501.23395
713,328.70218
714,420.5724
715,48.408737
716,13.538503
717,231.1265
718,84.2841
719,442.11075
720,396.0835
721,13.538503
722,182.59048
723,541.2876
724,686.9879
725,120.86614
726,81.228096
727,235.64409
728,451.3905
729,440.8569
730,500.81927
731,110.75649
732,431.534
733,392.97226
734,412.3984
735,37.668156
736,447.4593
737,413.97717
738,257.66
739,623.9582
740,555.0921
741,81.060005
742,377.12878
743,362.58902
744,453.77652
745,686.4235
746,443.0839
747,147.94879
748,270.9226
749,25.726974
750,305.83884
751,226.79565
752,250.69664
753,358.77155
754,416.4521
755,83.52836
756,694.1892
757,686.62775
758,446.52106
759,675.4246
760,931.2614
761,36.051643
762,46.87948
763,241.42665
764,199.19978
765,457.8451
766,447.5022
767,371.8557
768,627.2135
769,341.53656
770,287.57443
771,272.63385
772,310.5772
773,288.77734
774,849.1276
775,190.33525
776,450.7618
777,216.23128
778,364.61002
779,594.20654
780,260.56033
781,474.20294
782,139.62129
783,322.18567
784,55.838856
785,351.567
786,367.56216
787,375.12448
788,613.07776
789,324.51096
790,609.10175
791,177.66547
792,669.17755
793,384.7074
794,218.10178
795,575.35077
796,364.91168
797,324.25833
798,1259.4583
799,114.380844
800,329.8526
801,355.85278
802,1222.0585
803,142.50941
804,304.72003
805,394.92847
806,497.23572
807,324.4681
808,1235.8344
809,240.62256
810,302.79498
811,336.59253
812,656.0392
813,187.61731
814,318.7099
815,619.53815
816,658.5492
817,96.06867
818,111.59685
819,542.8567
820,511.11185
821,396.85364
822,871.8519
823,442.495
824,152.71844
825,577.7177
826,311.12198
827,709.32336
828,248.09456
829,203.3538
830,268.66318
831,186.38362
832,407.27167
833,283.6705
834,313.76337
835,423.8739
836,454.87256
837,652.3023
838,379.34814
839,172.8137
840,315.98245
841,323.0065
842,370.724
843,776.248
844,513.5781
845,411.09155
846,364.45755
847,328.44125
848,525.0709
849,144.48357
850,236.90755
851,213.45854
852,390.52457
853,421.9581
854,613.9456
855,272.3195
856,425.3052
857,323.47852
858,304.49646
859,348.79892
860,209.80978
861,321.06714
862,323.47852
863,352.99966
864,507.41064
865,486.8737
866,1006.58624
867,183.8055
868,329.1222
869,372.7526
870,435.87933
871,354.67154
872,431.29883
873,376.0625
874,564.6173
875,51.56528
876,83.54682
877,362.06903
878,602.74426
879,238.79439
880,331.91983
881,531.2013
882,560.23694
883,300.88687
884,480.47015
885,182.97905
886,283.93872
887,454.53696
888,535.51666
889,22.341986
890,393.45233
891,158.04074
892,604.01605
893,51.675575
894,481.92477
895,443.39584
896,715.54785
897,360.1708
898,226.15363
899,696.1205
900,1164.0424
901,15.364019
902,344.19727
903,300.682
904,798.0369
905,198.28638
906,347.23434
907,210.45615
908,909.5893
909,401.5435
910,261.16296
911,580.85706
912,318.9918
913,362.804
914,799.30176
915,429.11276
916,410.79422
917,221.47784
918,480.23593
919,221.22935
920,235.13461
921,13.547139
922,328.60135
923,413.61462
924,89.20132
925,165.98518
926,196.18202
927,440.24048
928,431.30087
929,344.0226
930,396.64407
931,397.90497
932,271.65292
933,287.12088
934,624.85706
935,621.61365
936,666.47424
937,825.5386
938,713.15857
939,653.66925
940,437.7729
941,661.8133
942,670.6584
943,654.437
944,531.6619
945,69.07666
946,277.89172
947,421.36255
948,240.83737
949,37.591606
950,421.3983
951,671.875
952,378.62415
953,316.33365
954,510.34995
955,432.1166
956,404.5294
957,351.85797
958,462.96277
959,289.48877
960,883.2819
961,100.32818
962,102.29063
963,218.6746
964,493.45123
965,335.9814
966,879.48224
967,232.53676
968,403.12103
969,178.63277
970,336.01785
971,521.2658
972,644.827
973,201.56702
974,275.87668
975,407.28043
976,479.57315
977,345.3137
978,304.8872
979,393.43954
980,672.81744
981,96.936386
982,468.2669
983,325.78192
984,693.1493
985,27.128345
986,224.97462
987,412.76218
988,361.91107
989,90.5312
990,324.36877
991,213.46623
992,84.03719
993,107.46237
994,160.586
995,322.77957
996,305.1703
997,442.85263
998,309.9754
999,300.56122
1000,623.94574
1001,351.89154
1002,359.84372
1003,67.0469
1004,221.50954
1005,278.43372
1006,604.38727
1007,165.76466
1008,283.88718
1009,448.94904
1010,316.83267
1011,281.42487
1012,276.2942
1013,257.39612
1014,64.3444
1015,309.3537
1016,254.39183
1017,321.64432
1018,277.60245
1019,86.97297
1020,239.10237
1021,263.9216
1022,334.14395
1023,323.70703
1024,760.22766
1025,365.3262
1026,454.6784
1027,425.36792
1028,626.6457
1029,424.49844
1030,383.99765
1031,480.25784
1032,452.21396
1033,226.43999
1034,750.5487
1035,236.80447
1036,225.45628
1037,379.8238
1038,396.95282
1039,98.48169
1040,27.514084
1041,266.16977
1042,227.45343
1043,54.443207
1044,386.17056
1045,39.987415
1046,408.6757
1047,406.18857
1048,374.3327
1049,457.95142
1050,231.41779
1051,370.76233
1052,289.18726
1053,312.10458
1054,376.9154
1055,238.77998
1056,228.45544
1057,459.58926
1058,414.31897
1059,437.97745
1060,757.62317
1061,327.50537
1062,262.19742
1063,398.32675
1064,468.66766
1065,409.5396
1066,742.9675
1067,567.9364
1068,295.16776
1069,259.2122
1070,267.5425
1071,85.41183
1072,227.28365
1073,177.20578
1074,244.19414
1075,309.42572
1076,237.12787
1077,280.78387
1078,617.63007
1079,469.09818
1080,346.49066
1081,539.9183
1082,658.14307
1083,87.241714
1084,294.06598
1085,466.31888
1086,578.1174
1087,209.58281
1088,246.37558
1089,209.90303
1090,252.3607
1091,394.17917
1092,279.6651
1093,281.76385
1094,704.6568
1095,316.23245
1096,288.5883
1097,470.50424
1098,58.297035
1099,413.26602
1100,534.01373
1101,457.1368
1102,667.015
1103,288.4922
1104,477.10043
1105,283.64648
1106,709.53656
1107,87.6611
1108,96.56503
1109,296.82776
1110,806.9473
1111,446.14777
1112,789.00214
1113,16.376823
1114,19.60642
1115,19.60642
1116,258.61298
1117,191.22316
1118,155.48172
1119,190.84254
1120,537.1813
1121,341.88138
1122,381.63968
1123,292.58972
1124,451.54822
1125,322.61823
1126,697.5506
1127,249.88171
1128,275.2518
1129,434.03354
1130,991.88654
1131,315.30505
1132,154.91606
1133,143.67807
1134,360.92847
1135,98.64935
1136,11.71109
1137,360.1443
1138,424.52274
1139,245.5796
1140,323.25778
1141,296.76376
1142,315.26495
1143,161.03802
1144,361.69727
1145,399.64462
1146,866.12805
1147,473.69873
1148,673.5005
1149,39.542824
1150,24.53446
1151,10.485291
1152,388.9884
1153,57.702587
1154,51.653572
1155,54.068195
1156,585.46326
1157,7.926641
1158,411.78244
1159,341.78195
1160,467.82797
1161,45.946712
1162,262.85214
1163,386.44946
1164,582.6318
1165,45.946712
1166,570.1401
1167,351.93164
1168,699.1289
1169,11.196732
1170,179.9413
1171,456.9079
1172,809.1529
1173,397.72406
1174,494.4574
1175,319.43234
1176,459.18774
1177,377.0179
1178,305.70236
1179,297.42038
1180,572.77234
1181,538.6549
1182,454.8329
1183,176.66154
1184,278.5059
1185,202.10791
1186,406.035
1187,148.55867
1188,450.37714
1189,506.067
1190,581.23334
1191,100.68411
1192,345.12112
1193,349.95502
1194,373.12756
1195,225.05225
1196,215.36755
1197,224.78825
1198,174.88115
1199,279.0596
1200,231.92828
1201,408.03622
1202,399.71292
1203,189.8077
1204,162.53458
1205,504.99756
1206,598.6028
1207,106.4143
1208,268.73477
1209,389.59433
1210,461.419
1211,246.5481
1212,320.7153
1213,278.80652
1214,371.75098
1215,232.86917
1216,512.637
1217,337.21423
1218,507.8751
1219,350.4619
1220,939.4389
1221,183.50069
1222,28.671778
1223,150.09369
1224,31.902601
1225,383.7305
1226,246.50192
1227,327.01422
1228,348.16782
1229,418.5041
1230,910.6308
1231,23.397097
1232,76.8078
1233,169.57974
1234,16.661581
1235,29.14572
1236,303.209
1237,180.79411
1238,227.38939
1239,259.61893
1240,53.735813
1241,178.5398
1242,794.3959
1243,90.585686
1244,440.35117
1245,293.23663
1246,733.82806
1247,358.5497
1248,333.09067
1249,273.0904
1250,683.02576
1251,305.77036
1252,284.19482
1253,277.13904
1254,875.5486
1255,320.134
1256,153.29088
1257,303.56152
1258,469.50082
1259,303.69104
1260,465.6894
1261,167.09775
1262,168.4818
1263,461.40308
1264,335.8389
1265,114.70073
1266,242.43044
1267,646.67206
1268,734.7925
1269,11.415185
1270,100.11635
1271,174.2228
1272,489.19485
1273,273.96085
1274,232.70891
1275,311.5487
1276,564.2824
1277,387.7499
1278,220.68297
1279,75.76946
1280,357.61853
1281,81.45844
1282,188.67067
1283,352.26187
1284,374.75397
1285,359.67377
1286,567.726
1287,170.79346
1288,424.95508
1289,89.32209
1290,97.91786
1291,465.44656
1292,430.26154
1293,458.18515
1294,1468.5217
1295,126.82864
1296,123.02638
1297,427.80887
1298,353.23676
1299,482.614
1300,695.32294
1301,134.73529
1302,425.82687
1303,244.50665
1304,459.3283
1305,83.19361
1306,161.10612
1307,327.1368
1308,485.62177
1309,321.64493
1310,393.79422
1311,247.01996
1312,437.4593
1313,216.29977
1314,363.036
1315,357.11584
1316,757.03595
1317,199.822
1318,303.5371
1319,411.12164
1320,791.03906
1321,128.0241
1322,154.87236
1323,270.4173
1324,602.5809
1325,447.17453
1326,667.03546
1327,324.14572
1328,560.2764
1329,642.8907
1330,713.357
1331,169.72464
1332,572.77405
1333,350.6461
1334,945.7834
1335,276.68884
1336,261.1549
1337,261.1549
1338,160.12958
1339,100.01561
1340,171.53508
1341,275.57962
1342,230.49493
1343,220.82791
1344,365.5565
1345,260.0334
1346,127.55076
1347,257.3077
1348,377.85275
1349,412.3424
1350,427.333
1351,262.97824
1352,571.6193
1353,260.66406
1354,73.152534
1355,410.58774
1356,372.6977
1357,481.78613
1358,742.94794
1359,297.3222
1360,436.57288
1361,509.73392
1362,933.8578
1363,298.4998
1364,352.85474
1365,421.7709
1366,387.4952
1367,272.06168
1368,350.0586
1369,162.2567
1370,268.0709
1371,275.82257
1372,664.41406
1373,348.77203
1374,427.58664
1375,148.38734
1376,285.62143
1377,486.02863
1378,338.6315
1379,341.33698
1380,444.35464
1381,223.98436
1382,165.37607
1383,371.08487
1384,176.69508
1385,422.35617
1386,688.6071
1387,162.02899
1388,344.24274
1389,420.48083
1390,296.65363
1391,572.6506
1392,874.6001
1393,229.20319
1394,224.33435
1395,115.6764
1396,347.1811
1397,175.1962
1398,240.6002
1399,343.11975
1400,782.1537
1401,333.90195
1402,194.78348
1403,428.77942
1404,403.9719
1405,365.05148
1406,423.61914
1407,211.31429
1408,17.48533
1409,400.95038
1410,407.88327
1411,443.14972
1412,648.29694
1413,408.03488
1414,404.2762
1415,267.24915
1416,419.05063
1417,437.5038
1418,1411.4957
1419,119.37963
1420,320.8449
1421,119.37963
1422,329.56915
1423,329.56915
1424,303.97543
1425,349.41742
1426,392.50497
1427,298.14838
1428,353.30685
1429,343.97357
1430,773.0613
1431,183.2535
1432,339.78766
1433,298.44797
1434,273.62268
1435,400.0565
1436,799.27386
1437,290.53665
1438,440.05832
1439,277.24063
1440,155.69412
1441,174.6897
1442,174.6897
1443,74.62431
1444,183.17825
1445,174.6897
1446,231.9699
1447,321.7754
1448,176.58789
1449,317.98312
1450,341.2169
1451,309.52148
1452,415.24173
1453,64.80193
1454,324.8007
1455,181.10788
1456,1541.7793
1457,333.27957
1458,333.27957
1459,323.74094
1460,184.13736
1461,177.31628
1462,1329.4879
1463,343.88583
1464,420.13904
1465,245.53957
1466,1102.594
1467,257.1246
1468,350.69388
1469,527.9436
1470,626.9809
1471,555.06287
1472,628.20496
1473,212.95587
1474,338.22583
1475,349.91653
1476,191.71614
1477,598.0678
1478,446.459
1479,293.51035
1480,392.55112
1481,318.78687
1482,1027.1423
1483,341.07343
1484,77.39344
1485,87.61994
1486,386.69455
1487,291.5081
1488,424.3283
1489,470.5578
1490,446.86618
1491,87.61994
1492,183.71318
1493,56.3096
1494,542.6502
1495,430.2413
1496,461.77728
1497,17.471498
1498,309.84412
1499,443.0788
1500,363.6767
1501,652.84644
1502,629.6659
1503,486.95004
1504,455.13562
1505,755.6888
1506,544.58545
1507,99.43247
1508,270.77908
1509,436.48508
1510,608.06537
1511,270.39832
1512,407.1743
1513,387.6795
1514,307.03836
1515,187.00514
1516,9.002924
1517,16.969687
1518,326.78815
1519,215.98238
1520,100.363754
1521,417.7027
1522,441.6036
1523,328.448
1524,331.30893
1525,573.0427
1526,693.861
1527,6.941829
1528,303.83618
1529,341.88712
1530,385.77744
1531,399.99472
1532,454.16348
1533,325.32025
1534,594.56067
1535,374.7643
1536,428.78485
1537,465.44843
1538,201.04807
1539,273.84192
1540,828.3786
1541,257.86316
1542,405.4863
1543,345.69702
1544,595.64905
1545,320.09604
1546,461.68356
1547,404.1651
1548,542.65405
1549,344.9448
1550,350.4042
1551,699.16974
1552,537.9738
1553,446.36212
1554,311.7814
1555,477.66412
1556,711.2247
1557,52.386826
1558,236.8409
1559,17.099314
1560,545.17035
1561,217.1762
1562,365.55322
1563,362.92032
1564,734.947
1565,375.267
1566,240.55795
1567,246.4953
1568,474.96735
1569,334.70493
1570,493.00058
1571,166.31905
1572,147.58809
1573,63.924923
1574,386.49197
1575,305.557
1576,304.1488
1577,178.06627
1578,301.46384
1579,200.29492
1580,256.78064
1581,323.90082
1582,544.90216
1583,41.37111
1584,471.86264
1585,427.648
1586,478.40784
1587,85.67117
1588,354.442
1589,266.36935
1590,564.4665
1591,207.64207
1592,153.87668
1593,449.0557
1594,427.2643
1595,344.87793
1596,694.558
1597,425.12653
1598,333.5089
1599,409.08932
1600,351.34116
1601,380.5391
1602,400.414
1603,44.04783
1604,334.94073
1605,404.01755
1606,593.63763
1607,181.7064
1608,318.23337
1609,194.02274
1610,311.92618
1611,437.50424
1612,671.1309
1613,334.7176
1614,408.43652
1615,290.89035
1616,125.882256
1617,326.77396
1618,357.11075
1619,409.82077
1620,227.23048
1621,171.2273
1622,344.66736
1623,233.46931
1624,325.63998
1625,424.93387
1626,276.64996
1627,346.11084
1628,635.06396
1629,37.976353
1630,511.56406
1631,424.89413
1632,419.2795
1633,289.60263
1634,441.21997
1635,268.51572
1636,364.079
1637,518.1211
1638,290.73154
1639,264.82098
1640,303.14236
1641,60.082207
1642,379.88998
1643,492.99698
1644,488.11282
1645,396.6826
1646,401.4306
1647,146.63235
1648,661.75964
1649,60.309475
1650,387.09476
1651,324.52316
1652,172.22429
1653,346.0489
1654,553.69037
1655,388.2782
1656,415.66513
1657,559.0744
1658,581.0434
1659,233.30936
1660,501.1861
1661,239.22298
1662,62.517693
1663,306.9445
1664,663.05695
1665,505.112
1666,696.55304
1667,66.06102
1668,426.7956
1669,412.54703
1670,1071.2029
1671,230.52126
1672,230.52126
1673,180.57498
1674,405.72458
1675,553.6643
1676,496.80023
1677,416.253
1678,262.46973
1679,357.45154
1680,483.4482
1681,466.5123
1682,256.73398
1683,326.76794
1684,463.28064
1685,469.12408
1686,337.76242
1687,448.0786
1688,670.8612
1689,322.2138
1690,577.8787
1691,506.81226
1692,550.868
1693,469.74686
1694,275.90793
1695,433.12442
1696,297.8876
1697,255.34392
1698,261.81516
1699,498.6264
1700,507.0154
1701,823.8344
1702,755.8614
1703,550.6269
1704,411.8122
1705,280.3806
1706,477.026
1707,40.288383
1708,280.5346
1709,635.02136
1710,448.25568
1711,454.39642
1712,317.54178
1713,228.19362
1714,351.87292
1715,320.37305
1716,601.2612
1717,231.35497
1718,231.87357
1719,145.11119
1720,695.4454
1721,139.02832
1722,393.24454
1723,385.28668
1724,508.65857
1725,36.541153
1726,279.3464
1727,65.685486
1728,767.3964
1729,311.1301
1730,280.91458
1731,212.97209
1732,260.20056
1733,483.6233
1734,664.72784
1735,291.784
1736,329.8345
1737,339.0873
1738,279.48758
1739,294.91968
1740,562.53735
1741,445.00174
1742,195.97476
1743,614.964
1744,544.75037
1745,362.45514
1746,534.4904
1747,291.65002
1748,348.9066
1749,166.62871
1750,446.4726
1751,76.77235
1752,378.81555
1753,329.53613
1754,186.20712
1755,192.54305
1756,61.419067
1757,157.5886
1758,667.6609
1759,354.76303
1760,456.48972
1761,238.65439
1762,670.8528
1763,369.4716
1764,298.44278
1765,349.2431
1766,379.4351
1767,341.91806
1768,364.90637
1769,271.88885
1770,403.32724
1771,515.7763
1772,667.2963
1773,173.02493
1774,175.10124
1775,514.7823
1776,373.76816
1777,265.34772
1778,232.5316
1779,60.935658
1780,660.8152
1781,7.6932325
1782,143.24263
1783,167.08652
1784,258.08737
1785,448.22162
1786,440.12717
1787,476.1345
1788,519.0347
1789,206.03429
1790,302.8937
1791,482.49277
1792,548.26306
1793,314.2968
1794,355.58115
1795,27.181995
1796,206.59877
1797,689.7416
1798,353.42276
1799,244.62013
1800,796.3996
1801,393.14053
1802,304.76132
1803,303.59378
1804,1062.5479
1805,12.465577
1806,9.206804
1807,323.13147
1808,484.75693
1809,396.30838
1810,608.03467
1811,14.888938
1812,14.888938
1813,225.90134
1814,365.07968
1815,379.28143
1816,456.54425
1817,265.0176
1818,399.5013
1819,13.767436
1820,11.625328
1821,12.016573
1822,376.9351
1823,718.2133
1824,321.76556
1825,552.1884
1826,978.08856
1827,48.64728
1828,181.37433
1829,771.5686
1830,476.87457
1831,360.59875
1832,417.56256
1833,339.52377
1834,231.80249
1835,453.17087
1836,663.6105
1837,166.68584
1838,285.61108
1839,433.0325
1840,870.5702
1841,392.59558
1842,462.79376
1843,13.833147
1844,281.20718
1845,502.02203
1846,787.76013
1847,491.1699
1848,522.1036
1849,392.38998
1850,396.1367
1851,347.52148
1852,743.9808
1853,419.99158
1854,490.78464
1855,458.7158
1856,690.2104
1857,294.46255
1858,201.75005
1859,314.2999
1860,366.5054
1861,410.5041
1862,720.92267
1863,259.0239
1864,280.9577
1865,371.82666
1866,388.91742
1867,714.3176
1868,803.3743
1869,226.62784
1870,343.82544
1871,324.98102
1872,634.04346
1873,350.44095
1874,392.91977
1875,290.10193
1876,383.3484
1877,508.8817
